id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.advisor[en_US],dc.contributor.author,dc.contributor.author[],dc.contributor.author[en_US],dc.contributor.submitteremail[],dc.date.issued,dc.date.issued[en],dc.description.abstract[en_US],dc.description.argument[en_US],dc.description.publishchoice[],dc.description.publishchoice[en_US],dc.description[en_US],dc.identifier.nb-fulltext,dc.identifier.nb-urn,dc.identifier.uri,dc.identifier.uri[],dc.identifier.urn,dc.language.iso[en_US],dc.publisher[en],dc.publisher[en_US],dc.publisher[no],dc.rights.accessRights,dc.rights.accessRights[en_US],dc.rights.holder,dc.rights.holder[],dc.rights.uri[en_US],dc.rights[en_US],dc.subject.courseID[],dc.subject.courseID[en_US],dc.subject[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en],dc.type[en_US],dc.type[no]
"32461","10037/8170","Haavold, Per Øystein||Wang, Oskar",,,"Nergård, Marte||Hustad, Petter",,,,"2022-05-13",,"Masteroppgaven vår er et resultat av en kvalitativ studie, hvor formålet er å finne ut hvilke faktorer som spiller inn for hvilken støtte som blir gitt i den undersøkende fasen i en undersøkende undervisningssekvens, ved bruk av interaksjonsskalaen til Knutsen og Ittelin (2021). Interaksjonsskalaen til Knutsen og Ittelin (2021) bestod av fem ulike nivåer av interaksjoner, men vi har i vår oppgave valgt å dele den opp i seks nivåer: 1) fortellende, 2) losende, 3) orienterende, 4) utfordrende, 5) deltakende og 6) tilretteleggende. 
Vi fikk være med i FoU-prosjektet SUM. Gjennom dette prosjektet fikk vi tildelt datamaterialet, dette var videopptak fra undersøkende undervisningssekvenser som var planlagt av lærere som er deltakende i SUM-prosjektet.
For å analysere datamaterialet vårt har vi benyttet oss av en kvalitativ innholdsanalyse. Resultatet av vår analyse var at vi valgte å dele opp den ene kategorien, i tillegg så vi på interaksjonsskalaen i forhold til støtte og hvordan litteratur som omhandler støtte i undersøkende undervisning, litteratur om undersøkende undervisning og kommunikasjon i matematikk hang sammen med resultatene våre. Vi telte opp alle kategoriene, og så på hver av øktene for seg selv. Og til sist så vi på hva som forårsaket interaksjonene og hva som skjedde etterpå. Vår studie viser at hver og en av kategoriene i interaksjonsskalaen er en slags støtte i seg selv, og ingen av de er bedre eller dårligere enn en annen dersom en ser på hensikten med kategorien. Sosiomatematiske normer som er etablert i klasserommet er etter vår tolkning en viktig del av hvilken støtte som blir gitt, i tillegg til klasseromskulturen.",,,"Senere",,,,"https://hdl.handle.net/10037/29247",,,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess",,"Copyright 2022 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3903",,"Undersøkende matematikkundervisning",,"Støtte i undersøkende matematikkundervisning. En kvalitativ studie av læreres støtte i undersøkende undervisning",,"Master thesis||Mastergradsoppgave",
"32502","10037/8170",,"Killie, Kristin",,,"Pulk, Sara Kristine",,,,"2022-05-17","Teaching grammar has always been a much-debated issue in the field of language studies. In 
this study, I have investigated what English teachers in Norway think about grammar 
teaching, and what learning methods appear to have influenced their opinions. In order to 
investigate this, I have used a quantitative approach where a questionnaire was sent out to 
different primary and lower secondary schools as well as posted online for reaching out to 
other English teachers. The teachers in the study claim to favor, and use, a wide range of 
teaching activities and methods in teaching English grammar. Some of the teachers seem to 
be heavily influenced by behavioristic learning methods and others by cognitive learning 
methods but most of the teachers appear to be influenced not by a single learning theory but 
by aspects of behavioristic, cognitive, and socio-cultural learning theory. As the participants 
in this study do not represent a random sample, it is uncertain how generalizable the results 
are; however, they suggest that teachers’ practices and beliefs in the area of grammar teaching 
are diverse.",,"Senere",,,,,"https://hdl.handle.net/10037/29232",,,"eng","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2022 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3902",,,,"English teachers' view on grammar teaching in Norway","Master thesis",,"Mastergradsoppgave"
"33816","10037/8170",,"Huru, Hilja Lisa||Andersson, Annica",,,"Sandmo, Nora Marie Ollila",,,,"2022-11-08","Denne masteroppgaven undersøker hvordan kultur er skrevet frem i styringsdokumentene for matematikkopplæringen, med følgende problemstilling: «Hva er den diskursive praksisen relatert til kultur i matematikkopplæringen?». 
Studien er en kritisk diskursanalyse, og tar for seg styringsdokumenter. Analysen består av Nilsen et al. (2017) fire-stegs-analyse med følgende forskningsspørsmål knyttet til hver av analysestegene: 
1) Hvilke ord brukes om kultur i matematikkopplæringen? 
2) Hvilke kategorier av kultur framkommer i matematikkopplæringen? 
3) Hva er den diskursive praksisen relatert til kultur i matematikkopplæringen? 
4) Hva er konsekvensen av den diskursive praksisen i styringsdokumentene?
Konklusjonen på problemstillingen kan kort oppsummeres med at den diskursive praksisen i de overordnede styringsdokumentene er at all opplæring skal favne kultur. I læreplanen for matematikk derimot indikerer den diskursive praksisen at matematikk er et universelt språk, uavhengig av kultur. Dette er et paradoks og viser forekomst av to ulike diskursive praksiser og manglende sammenheng på tvers av styringsdokumentene. Samtidig kan det argumenteres for at instruksen for styringsdokumentene tilsier at de skal brukes og forstås helhetlig og skal gjennomsyre all opplæring (Kunnskapsdepartementet, 2017, s. 11). Læreplanen er altså ikke et direkte hinder for en kulturell forankring, samtidig som den heller ikke legger til rette for kultur i faget ved eksplisitt omtale.
Det påhviler læreren et stort ansvar for å fortolke og etablere en undervisningspraksis som er i tråd med styringsdokumentene da kultur ikke beskrives i matematikkfaget og den diskursive praksisen er ulik i de ulike styringsdokumentene. Det er en viss risiko for at læreren ikke ivaretar helheten av styringsdokumentene, og i verste fall tilbyr en opplæring i strid med lov- og planverket. I studien er det presentert teori som understreker at kultur kan være en verdifull kontekst som gir mening for læring og som også kan styrke elevens forståelse og motivasjon for å lære matematikk (Botten, 2003, s. 28; Holm 2012; D`Ambrosio 1985).",,"Nå",,,,,"https://hdl.handle.net/10037/30326",,,"nob","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2022 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LRU-3903",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283||VDP::Social science: 200::Education: 280::Subject didactics: 283",,"Kultur i matematikkopplæringen? En diskursanalyse av styringsdokumenter","Master thesis",,"Mastergradsoppgave"
"33838","10037/8170",,"Moe, Guro||Dardanou, Maria",,,"Ljosland, Maylinn||Rokkones, Helene Holthe",,,,"2023-05-12","Hensikten med masteroppgaven har vært å lære mer om hvordan digitale verktøy kan brukes i begynneropplæringen i matematikk. Vi ønsket å finne mer ut av hvordan yrkesaktive læreres interesse, holdninger og kompetanse påvirker deres bruk av digitale verktøy, og har kommet frem til fem faktorer som har en påvirkning på lærerens bruk av digitale verktøy i matematikk. Disse er; tilgjengelighet, økonomiske begrensinger, mangel på gode apper, mangel på lisenser og for lite kompetanse. I skolesammenheng vil tilgjengelighet i stor grad bunne i skolens økonomi. Det vil si at dersom skolen ikke har økonomi til å skaffe digitale ressurser, slik som digitale enheter eller lisenser til apper, vil heller ikke lærerne ha mulighet til å benytte seg av disse.  

Andre faktorer som kan påvirke bruken av digitale verktøy i begynneropplæringen i matematikk er lærerens interesse og mangel på kompetanse. Interesse kommer til syne gjennom valg av aktiviteter, og påvirker lærerens bruk av digitale verktøy i den forstand at en lærer som ikke har noen interesse innenfor digitale verktøy i mindre grad vil forsøke å implementere disse i sin undervisning. Videre vil lærerens interesse påvirke hvilken innsats de legger inn i kompetanseutviklingen. Det vil si at en lærer som har høy interesse innen digitale verktøy vil legge i mer tid og energi til å utvikle sin egen kunnskap. Altså lærerens mangel på interesse for digitale verktøy kan føre til en lavere digital kompetanse, som igjen kan ha en påvirkning på læreres bruk.  

Når vi ser på hele utvalget av lærere, kan vi se tendenser i bruken deres av digitale verktøy i begynneropplæringen i matematikk. Først og fremst brukes de ulike digitale verktøyene til ulike segmenter av undervisningen. Det kommer frem at interaktiv tavle blir brukt mest i klasseromssamtale, iPad blir brukt mest til individuelt arbeid da de aller fleste har full en-til- en oppdekning, datamaskin benyttes i flere arbeidsmetoder og kodeverktøy som benyttes mest til koding og gruppearbeid. Vår generelle oppfatning av lærernes kompetanse innen digitale verktøy er at det i stor grad er rom for forbedring.",,"Nå",,,,,"https://hdl.handle.net/10037/30343",,,"nob","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2023 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3908",,"LER-3908-1",,"Bruk av digitale verktøy i begynneropplæringen i matematikk","Master thesis",,"Mastergradsoppgave"
"33878","10037/8170",,"Roksvold, Jan Nyquist",,,"Monsen, Martin Sand||Løseth, Ard Joar",,,,"2023-05-15","I vårt masterprosjekt har vi studert hvordan bruken av brettspillet Carcassonne i undervisningen påvirke elevenes samarbeid og elevene læring i emnet brøk. Bakgrunnen for valget av dette temaet var en kombinasjon av vår egen interesse for spill, den økende rollen spill har fått i elevenes hverdag, den økende interessen forskere har for bruken av spill i undervisningen og kunnskapshullet som eksisterer innenfor forskningsfeltet. For å kunne studere elevenes læring og samarbeid valgte vi å benytte oss av et mixed methods design, hvor den kvantitative undersøkelsen besto av en før- og en ettertest, og de kvalitative dataene ble samlet vi inn gjennom videoobservasjon med GoPro-kamera av elevenes gruppearbeid.
Den kvantitative undersøkelsen viser at funnene ikke er signifikant (p = 0.93) og at gjennomsnittet blant gruppene hadde en liten tilbakegang fra førtesten til ettertesten (- 0.19 d). Vi forventet i utgangspunktet en liten fremgang fra før- til ettertesten, men ser at det er flere faktorer som har hatt innvirkning på elevenes kompetanseøkning. På tross av resultatene så viser de kvantitative dataene at undervisningen har fungert veldig godt for 2 av de 6 gruppene. Fra de kvalitative dataene blir det tydelig at elevene oppfattet bruken av brettspillet Carcassonne i undervisningen som interessant og moro. Flere av elevene benyttet seg av sin spillkyndigheten i undervisningen og vi observerer også en situasjon hvor flow har oppstått. De kvalitative dataene viser at samarbeidet i gruppene har vært svakt, og at elevenes matematiske forkunnskaper burde fått en større plass i undervisningen, før gjennomføringen av undervisningene med brettspillet.             
Generelt så peker de kvalitative og kvantitative funnene at bruken av det ikke-faglig brettspillet Carcassonne har potensial. Funnene våre indikerer at noen av elevene har fått en økning i sin brøkkompetanse, hvor andre ikke har fått det. Funnene viser at dersom undervisningen skal øke elevgruppene sin matematiske kompetanse, må elevene i gruppen samarbeide og diskutere matematikk. Vi så at noen elevgrupper samarbeidet om de matematiske oppgavene, men vi fant at de fleste elevene samarbeidet kun når de spilte spillet. For at brettspillet skal ha en bedre påvirkning på elevenes samarbeid i de matematiske oppgavene, burde det vært implementert andre strukturer og retningslinjer, for å forsterke samarbeidet. Selv om prosjektet ikke har ført til den ønskede matematiske veksten blant elevene, så mener vi at prosjektet presenter ikke-faglige brettspill som er verktøy verdt å vurdere til matematisk undervisning.",,"Nå",,,,,"https://hdl.handle.net/10037/30372",,,"nob","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2023 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3903",,"Mixed Methods||kvasieksperiment||Kasusstudie||Carcassonne||Brettspill||Matematikk||Brøk||Sannsynlighet||Undervisningsopplegg||Spill||T-test||Effektstørrelse||Matematikkdidaktikk",,"En mixed methods studie av hvordan bruken av brettspillet Carcassonne i undervisningen kan påvirke elevenes samarbeid og elevenes læring i emnet brøk","Master thesis",,"Mastergradsoppgave"
"33890","10037/8170",,"Manshadi, Saeed Dehghan",,,"Sundelin, Kaisa N.||Kvammen, Kristin B.",,,,"2023-05-28","Problemløsning er i dag en sentral del av læreplanen i matematikk. Denne masteroppgaven er en kvalitativ casestudie som undersøker hvordan lærere arbeider for å utvikle gode problemløsere. Studien har et særlig fokus på hvordan lærere støtter elvenes inngang til matematiske problemer. Dette innebærer hvilke grep lærere gjør for at elevene skal forstå og investere i et problem. Den sosiokulturelle læringsteorien er helt sentral for denne studien, da studien ser på læring i felleskap.  
Problemstillingen belyses gjennom en casestudie lokalisert på New Zealand. Casen består av 11 lærere og en mentor i programmet: Developing Mathematical Inquery Comunities. Sammen med mentor besøkte vi 11 klasserom hvor vi gjorde observasjoner av matematikkundervisningen. Lærerne vi observerte arbeidet med å innarbeide en mer problemløsende tilnærming til undervisning i matematikk. I casen jobbet elevene alltid i fellesskap. I etterkant av observasjonene gjennomførte vi et intervju mentoren, som ga utdypende forklaringer til våre observasjoner. I analysearbeidet benyttet vi oss av en kollektiv tematisk analyse. Resultatene fra studien viser at læreren i stor grad arbeider for å styrke elevenes deltagelse i fellesskapet. Videre jobber læreren for å etablere en klasseromskultur som gir en hensiktsmessig ramme for å møte problemet. Dette arbeidet innebærer eksempelvis å prate med elevene om hvordan de skal samarbeide i grupper. Når elevene får oppgaven, gjennomgås problemet langsomt for at alle elevene skal få tilstrekkelig med tid til å ta innover seg problemets innhold.",,"Nå",,,,,"https://hdl.handle.net/10037/30395",,,"nob","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2023 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3913",,"matematikkdidaktikk||New Zealand||problemløsning||normer i matematikk||læring i felleskap||deltakelse i matematikk||problemløsningsoppgaver",,"Elevens møte med matematiske problemer","Master thesis",,"Mastergradsoppgave"
"33880","10037/8170",,"Løkholm Ramberg, Ingri||Bjørndal, Kristin Emilie",,,"Hansen, Vilde Elise||Bjørgo, Kristin",,,,"2023-05-15","Formålet med denne masteroppgaven er å undersøke hvilke muligheter og utfordringer lærere har erfart med bruk av fysisk aktiv læring (FAL) i den første leseopplæringen. Denne studien bygger på et helhetlig og sosiokulturelt læringsperspektiv. Nasjonale og internasjonale føringer for inkludering av bevegelse og fysisk aktivitet i skolen skal sørge for at elevene gis glede, mestring, opplevelser, tilhørighet, sosialt samvær og mulighet for utfoldelse ut fra egne forutsetninger. Det finnes forholdsvis lite forskning eksplisitt rettet mot bruk av fysisk aktivitet i den første lese- og skriveopplæringen. Gjennom økt kunnskap om FAL fra et norskfaglig perspektiv på begynneropplæringen, er denne studien ment som et bidrag til feltet. Empirien i studien er innhentet gjennom semistrukturerte og individuelle dybdeintervju av fem lærere med variert tid som yrkesaktiv og som har erfaring med FAL i den første leseopplæringen. Med utgangspunkt i empirien har vi utarbeidet en aktivitetsbank med fysiske aktiviteter i den første leseopplæringen. Aktivitetsbanken vil være et praktisk bidrag til lærere i begynneropplæringen. 

Ut fra en kombinasjon av refleksiv tematisk analyse (RTA) og stegvis-deduktiv induktiv strategi (SDI) er det gjort følgende funn: Læreres forståelse av FAL-begrepet er varierte og uklart avgrenset. En årsak til dette kan komme av at begrepet er forholdsvis nytt, og litteraturens definisjoner kan oppfattes som vage. Både utfordringer og muligheter med bruk av FAL som lærerne trekker fram sees på et generelt grunnlag, og kan ikke utelukkende sees fra et norskfaglig perspektiv. Mangel på ressurser som tid, tilgang på undervisningsmateriell og rom er de mest fremtredende utfordringene lærerne nevner. Også voksenressurser og organisering, samt andre, ukjente rutiner og rammer ved FAL er betydningsfulle utfordringer for lærerne. Mulighetene lærerne trekker fram ved bruk av FAL kan sees i lys av tilpasset opplæring. Én mulighet som er spesifikt knyttet til leseopplæringen er synliggjøring av lesingens nytteverdi og relevans. Det diskuteres en mulig sammenheng mellom en vid forståelse av FAL-begrepet, og at muligheter og utfordringer med FAL i stor grad er generelle for alle fag. For å imøtekomme nasjonale og internasjonale helseråd om fysisk aktivitet hos barn og unge, er en oppfordring å fortsette kunnskapsutviklingen på området for å kunne gi begrepet et tydeligere innhold, samt utvikle undervisningsmateriell og slik gjøre FAL mer tilgjengelig for lærere.",,"Nå",,,,,"https://hdl.handle.net/10037/30390",,,"nob","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2023 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3908",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283||VDP::Social science: 200::Education: 280::Subject didactics: 283",,"En bevegelig leseopplæring","Master thesis",,"Mastergradsoppgave"
"29500","10037/8170",,"Hansen, Monica Nymoen",,,"Johannessen, Iris Albrigtsen",,,,"2022-05-11","I Kunnskapsløftet 2020 (LK20) sin overordnede del, verdier og prinsipper for grunnopplæringen under profesjonsfellesskap og skoleutvikling, beskriver for første gang en norsk læreplan hvordan profesjonsfelleskapet i skolen skal vektlegges. Basert på egne erfaringer fra min bakgrunn som lærer og lærerspesialiststudent ved UIT, har interessen og nysgjerrigheten på profesjonsutvikling i skolen og lærere som ønsker å lære, blitt forsterket og vært avgjørende for valg av tema til masteroppgaven Fra teori til utvikling av undervisningspraksiser. Denne oppgaven er en komparativ eksperimentell casestudie av tre læreres profesjonsutvikling gjennom MAM, med fokus på spenninger som oppstår i aksjonsfeltet. Forskningsspørsmålet for masteroppgaven er: Hvilken utvikling kan identifiseres i lærerens bruk av samtaletrekk gjennom en MAM-syklus, og hvilke spenninger oppstår i MAM-syklusen når lærere skal ta i bruk samtaletrekkene? Til første del av forskningsspørsmålet, presenterer jeg teori på pedagogisk fagkunnskap og forskningsbasert utvikling av undervisning. Lærerens rolle i den matematiske samtalen blir videre fremstilt i en teoretisk modell for lærer- og elevinteraksjoner, som er hentet fra rammeverkene til Kazemi og Hintz (2019), Chapin mfl. (2009) og Drageset (2014). Den teoretiske modellen har blitt brukt til bearbeiding og analyse av studiens empiri, bestående av transkriberte lyd- og videoopptak av seks undervisningstimer før og etter gjennomføring av MAM-syklusen. Til den andre delen av forskningsspørsmålet, presenterer jeg teori på hvilke muligheter og avgrensninger som spiller inn på informantenes utviklingsprosess i MAM-syklusen og bruk av samtaletrekk. Dette med utgangspunkt i Valsiner (1997) sin soneteori, som jeg knytter opp mot Røsselands (2019) tolkninger av spenninger som kan oppstå i aksjonsfeltet til MAM-syklusen. Teorien har blitt brukt til bearbeiding og analyse av studiens empiri bestående av transkriberte lyd- og videoopptak fra informantenes samarbeidsøkter i MAM-syklusen. Funn i datamaterialet indikerer hvordan informantene tilegner seg ny teori, som kan bidra til videreutvikling av undervisningspraksisen.",,"Nå",,,,,"https://hdl.handle.net/10037/26051",,,"nob","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2022 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3903",,,,"Fra teori til utvikling av undervisningspraksis","Master thesis",,"Mastergradsoppgave"
"29516","10037/8170",,"Halvorsen Lødemel, Andreas",,,"Aasen, Ingrid Lene||Gravelsæter, Hanne",,,,"2022-05-16","I dette masterprosjektet har vi undersøkt høytlesning av kognitivt utfordrende bildebøker for å engasjere elever med norsk som andrespråk til å være språklig aktive i undervisningen. Tidligere forskning viser at andrespråkselevene ofte utsettes for både et forenklet språk og faglig innhold i skolen, og hevder at undervisningen bør gi elevene mer komplekse faglige og språklige utfordringer (Daugaard & Johansen, 2012; Stokke & Palm, 2017). På bakgrunn av dette, har vi gjennomført en studie med følgende formål:

å utforske potensialet for språkutvikling og mentalisering i arbeid med en kognitivt utfordrende bildebok hos andrespråkselever med innføringstilbud på barneskolen.

Ut fra et sosialkonstuktivistisk kunnskapssyn har vi gjennomført en kvalitativ kasusstudie, samt benyttet metodetriangulering. Studiens analysedel er todelt. Den første analysedelen består i en bildebokanalyse av Paisommer av Ragnar Aalbu (2019). Vi har lagt særlig søkelys på hovedkarakterens indre konflikter og illustrasjonenes dramaturgi, som mulig kan stimulere andrespråkselevenes evne til mentalisering og språkutvikling. Arbeidet med bildebokanalysen la grunnlag for å utvikle et undervisningsopplegg med høytlesing, litteratursamtale og elevarbeid, som vi prøvde ut i to elevgrupper. I den andre analysedelen beskriver og tolker vi observasjonene fra datainnsamlingen i klasserommet. 

Med utgangspunkt i bildebokanalysen, identifiserte vi fire mentaliseringsnivå, som vi strukturerte observasjonene rundt. Informantenes mentaliseringsevne kom til uttrykk både verbalt og visuelt. Når det gjelder potensialet for språkutvikling ble det funnet at både medelever og lærer bruker stillasbygging og transspråking for å støtte elevenes andrespråkstilegnelse. Videre var det stor vekt på begrepsinnlæring, hvor læreren viste bilder, forklarte og knyttet begrepene til elevenes hverdag. Elevenes morsmål ble brukt som ressurs i opplæringen, og elevene fikk samtale uavbrutt sammen på eget språk. Funnene fra studien sees i sammenheng med tidligere studier som den har hentet inspirasjon fra, samt med kognitiv litteraturteori og nyere forsking på kognitivt utfordrende bildebøker. Hovedkonklusjonen vår er at elevene viste litterær kompetanse i møte med en kognitivt utfordrende bildebok, og vi mener at dette bør utnyttes og utforskes ved å inkludere litteraturundervisning med høyere kompleksitet for elever med norsk som andrespråk.",,"Nå",,,,,"https://hdl.handle.net/10037/26061",,,"nob","UiT The Arctic University of Norway",,"UiT Norges arktiske universitet",,,,"Copyright 2022 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3901",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283||VDP::Social science: 200::Education: 280::Subject didactics: 283",,"""Samvittigheten hans plager ham""","Master thesis",,"Mastergradsoppgave"
"29502","10037/8170","Roksvold, Jan Nyquist",,,"Fredriksen, Guro Kvåle||Gimse, Vilde Kvenshagen",,,,"2022-05-13",,"Denne masteroppgaven er en kvalitativ studie som har til formål å undersøke problemstillingen implementering av Thinking Classroom på småtrinnet. Etter at den nye læreplanen ble iverksatt høsten 2020 er det blitt økt fokus på selvstendighet, utforsking og problemløsning, samarbeid og kommunikasjon i matematikkfaget. Lærere har derfor et ansvar for å finne løsninger som fremmer disse evnene. Da vi fordypet oss i matematikk, oppdaget vi undervisningsmetoden Thinking Classroom, og har siden da vært nysgjerrig på hva den kan bidra med til matematikkfaget. I vårt prosjekt har vi derfor undersøkt et tilfelle av hvordan dette kan gjøres i en utvalgt klasse. Vi har benyttet oss av elementer fra både aksjonsforskning og designbasert forskning. I utførelsen av prosjektet har vi tatt i bruk videoobservasjoner av lærerens implementering, etterfulgt av intervjuer av læreren der vi har fått et innblikk i hennes erfaringer. Med utgangspunkt i teori har vi analysert våre data ved hjelp av en innholdsanalyse. Vi har tre funn som er egnet for å svare på forskningspørsmålet på hvilke måter kan Thinking Classroom legge til rette for god undervisning i henhold til læreplanen?: 1) I Thinking Classroom får elevene muligheten til å arbeide selvstendig, 2) Thinking Classroom sørger for at elevene får mulighet til å samarbeide om problemløsningsoppgaver og 3) Thinking Classroom forbedrer kommunikasjonen i klasserommet. Vi har fire funn som er egnet for å svare på forskningsspørsmålet hvilke erfaringer gjør en nyutdannet lærer seg ved å implementere Thinking Classroom i sin klasse?: 1) læreren erfarte at ved hjelp av de vertikale flatene var det enklere å veilede elevene, 2) læreren erfarte at elevaktiviteten økte, 3) læreren erfarte at samarbeidet mellom elevene ble bedre, og 4) læreren erfarte at Thinking Classroom økte kvaliteten på matematikksamtalene. Konklusjonen vår er at funnene tyder på at Thinking Classroom er en undervisningsmetode som legger til rette for god undervisning i henhold til læreplanen, og basert på lærerens erfaringer av implementeringen var dette noe hun ønsket å videreføre i sin undervisning.",,,"Nå",,,,"https://hdl.handle.net/10037/26178",,,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess",,"Copyright 2022 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3903",,"VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280::Fagdidaktikk: 283||VDP::Social science: 200::Education: 280::Subject didactics: 283||Thinking Classroom||Thinking Classroom||Småtrinnet||Elementary School",,"Implementering av Thinking Classroom på småtrinnet. En kvalitativ studie om hvordan Thinking Classroom kan legge til rette for god undervisning i matematikk i henhold til læreplanen, og en lærers erfaringer fra implementeringen",,"Master thesis||Mastergradsoppgave",
"29508","10037/8170","Bartnæs, Morten",,,"Hansen, Silje",,,,"2022-05-15",,"Målsetningen med denne studien er å undersøke hvilket litteratursyn som kommer til syne i tXt-aksjonens lærerveiledninger, og hvordan ulike lærere bruker disse. Flere undersøkelser antyder at elevene i dag leser mindre enn før, noe som har gitt begrepet leselyst en ny form for relevans. Foreningen !les utarbeidet tXt-aksjonen i 1998, med det formål om å fremme leselyst hos elever i ungdomsskolen. Studiens problemstilling er: 	

	Hvilke litteratursyn fremmes i tXt-aksjonens lærerveiledninger, og hvordan bruker et 	utvalg lærere disse?

Prosjektet baserer seg på en kombinasjon av kvalitative og kvantitative metoder for innsamling av empiri. Kombinasjonen av et kvantitativt spørreskjema og kvalitative intervjuer gir innblikk i ulike læreres bruk av tXt-aksjonen. I tillegg har jeg brukt en kvalitativ teoridrevet dokumentanalyse for å analysere aksjonens lærerveiledninger fra 2014, 2017 og 2021. Funnene viser at informantene i stor grad bruker både tXt-aksjonens antologi og lærerveiledninger som inspirasjon til egen undervisning, og ikke som et selvstendig opplegg. Det kan altså tenkes at elevene går glipp av et viktig aspekt ved aksjonen – eller også at det er en diskrepans mellom disse ressursene og aksjonens øvrige målsetninger. Analysen av lærerveiledningene viser også at det kan se ut til at aksjonen har bevegd seg fra en individuell tilnærming til tekst mot en mer kollektiv orientering. Dette viser seg blant annet ved at andelen av individuelle oppgaver i lærerveiledningene har gått ned fra 44 % i 2014 til 26 % i 2021.

Selv om funnene angående læreres bruk av tXt-aksjonen ikke er generaliserbare, vil de kunne gi innblikk i noen, kanskje typiske, former for bruk av aksjonen. Aksjonens lærerveiledninger består blant annet av flere oppgavetyper som blant litteraturdidaktikere trekkes frem som effektive metoder når det gjelder etablering av leselyst, og det er derfor tankevekkende at flere lærere rapporterer at disse ikke brukes.",,,"Nå",,,,"https://hdl.handle.net/10037/26179",,,"nob",,"UiT Norges arktiske universitet||UiT The Arctic University of Norway",,,"openAccess",,"Copyright 2022 The Author(s)","https://creativecommons.org/licenses/by-nc-sa/4.0","Attribution-NonCommercial-ShareAlike 4.0 International (CC BY-NC-SA 4.0)","LER-3901",,"VDP::Social science: 200::Education: 280||VDP::Samfunnsvitenskap: 200::Pedagogiske fag: 280",,"tXt-aksjonens lærerveiledninger 2014-2021: Litteratursyn og bruk",,"Master thesis||Mastergradsoppgave",
